Company,Valuation,Valuation in B,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Finding in M,Select Investors
HAYDON,$1B,1,24-09-2021,Consumer & retail,Shanghai,China,Asia,2020,$100M,100,"Tencent Holdings, Hillhouse Capital Management"
Heyday,$1B,1,16-11-2021,E-commerce & direct-to-consumer,Chicago,United States,North America,2017,$800M,800,"Khosla Ventures,General Catalyst, Victory Park Capital"
HMD Global,$1B,1,21-05-2018,Mobile & telecommunications,Espoo,Finland,Europe,2016,$330M,330,Ginko Ventures
Hotmart,$1B,1,17-03-2020,E-commerce & direct-to-consumer,Amsterdam,Netherlands,Europe,2011,$127M,127,"Technology Crossover Ventures, Alkeon Capital Management, General Atlantic"
Huike Group,$1B,1,24-05-2018,Edtech,Beijing,China,Asia,2010,$302M,302,"Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co."
Human Interest,$1B,1,04-08-2021,Fintech,San Francisco,United States,North America,2015,$337M,337,"Wing Venture Capital, Slow Ventures, Uncork Capital"
Ibotta,$1B,1,06-08-2019,Fintech,Denver,United States,North America,2011,$93M,93,"Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital"
iCarbonX,$1B,1,12-04-2016,Artificial intelligence,Shenzhen,China,Asia,2015,$200M,200,"Tencent, Vcanbio"
iFood,$1B,1,13-11-2018,"Supply chain, logistics, & delivery",Osasco,Brazil,South America,2011,$592M,592,"Movile, Just Eat, Naspers"
InFarm,$1B,1,16-12-2021,Other,Berlin,Germany,Europe,2013,$600M,600,"Atomico, Hanaco Venture Capital, TriplePoint Capital"
Infobip,$1B,1,30-07-2020,Mobile & telecommunications,Vodnjan,Croatia,Europe,2006,$200M,200,One Equity Partners
Injective Protocol,$1B,1,20-04-2021,Fintech,New York,United States,North America,2018,$17M,17,"Pantera Capital, Cadenza Ventures, BlockTower Capital"
Intellifusion,$1B,1,22-03-2019,Artificial intelligence,Shenzhen,China,Asia,2014,$173M,173,"BOC International, TopoScend Capital, Hongxiu VC"
Interos,$1B,1,22-07-2021,Fintech,Arlington,United States,North America,2005,$135M,135,"Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock"
Iodine Software,$1B,1,01-12-2021,Data management & analytics,Austin,United States,North America,2010,Unknown,,"Advent International, Bain Capital Ventures, Silversmith Capital Partners"
JoyTunes,$1B,1,21-06-2021,Edtech,Tel Aviv,Israel,Asia,2011,$92M,92,"Genesis Partners, Aleph, Insight Partners"
Kendra Scott,$1B,1,21-12-2016,Consumer & retail,Austin,United States,North America,2002,Unknown,,"Berkshire Partners, Norwest Venture Partners"
Kitopi,$1B,1,01-07-2021,"Supply chain, logistics, & delivery",Dubai,United Arab Emirates,Asia,2018,$504M,504,"CE-Ventures, BECO Capital, Nordstar"
KnowBox,$1B,1,30-05-2019,Edtech,Beijing,China,Asia,2014,$306M,306,"TAL Education Group, Legend Star, Alibaba Group"
Kopi Kenangan,$1B,1,27-12-2021,Consumer & retail,Jakarta,Indonesia,Asia,2017,$333M,333,"Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures"
Lamabang,$1B,1,06-03-2015,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2011,$130M,130,"5Y Capital, Matrix Partners China, K2VC"
LayerZero Labs,$1B,1,30-03-2022,Internet software & services,New York,United States,North America,2021,$143M,143,"Andreessen Horowitz, FTX Ventures, Tiger Global Management"
Lessen,$1B,1,30-11-2021,Internet software & services,Scottsdale,United States,North America,2019,$205M,205,"Khosla Ventures, General Catalyst, Navitas Capital"
LetsGetChecked,$1B,1,07-06-2021,Health,Dublin,Ireland,Europe,2015,$263M,263,"Optum Ventures, Qiming Venture Partners, Transformation Capital"
Licious,$1B,1,05-10-2021,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,$489M,489,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia"
LinkDoc Technology,$1B,1,05-07-2018,Health,Beijing,China,Asia,2014,$253M,253,"China Investment Corporation, New Enterprise Associates"
Locus Robotics,$1B,1,17-02-2021,Hardware,Wilmington,United States,North America,2014,$299M,299,"Scale Venture Partners, Bond, Tiger Global Management"
Lookout,$1B,1,10-10-2013,Cybersecurity,San Francisco,United States,North America,2007,$282M,282,"Accel Partners, Greylock Partners, Lowercase Capital"
Lydia,$1B,1,08-12-2021,Fintech,Paris,France,Europe,2011,$263M,263,"NewAlpha, XAnge Private Equity, Tencent Holdings"
MadeiraMadeira,$1B,1,07-01-2021,E-commerce & direct-to-consumer,Parana,Brazil,South America,2009,$336M,336,"Flybridge Capital Partners, SoftBank Group, Monashees+"
Maimai,$1B,1,15-11-2017,Mobile & telecommunications,Beijing,China,Asia,2013,$300M,300,"Morningside Venture Capital, IDG Capital, DCM Ventures"
Mammoth Biosciences,$1B,1,09-09-2021,Health,Brisbane,United States,North America,2017,$265M,265,"NFX, Plum Alley, Mayfield"
Masterworks,$1B,1,05-10-2021,Fintech,New York,United States,North America,2017,$110M,110,"Left Lane Capital, Galaxy Interactive, Tru Arrow Partners"
Maven Clinic,$1B,1,17-08-2021,Health,New York,United States,North America,2014,$202M,202,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital"
MediaMath,$1B,1,10-07-2018,Internet software & services,New York,United States,North America,2007,$325M,325,"Silicon Valley Bank, QED Investors, European Founders Fund"
Meero,$1B,1,18-06-2019,Artificial intelligence,Paris,France,Europe,2016,$293M,293,"Aglae Ventures, Global Founders Capital, Alven Capital"
Mensa Brands,$1B,1,16-11-2021,Other,Bengaluru,India,Asia,2021,$218M,218,"Accel, Falcon Edge Capital, Norwest Venture Partners"
Mia.com,$1B,1,08-09-2015,E-commerce & direct-to-consumer,Beijing,China,Asia,2011,$232M,232,"Sequoia Capital China, ZhenFund, K2 Ventures"
Minio,$1B,1,26-01-2022,Data management & analytics,Palo Alto,United States,North America,2014,$126M,126,"General Catalyst, Nexus Venture Partners, Dell Technologies Capital"
Mobvoi,$1B,1,06-04-2017,Consumer & retail,Beijing,China,Asia,2012,$252M,252,"Sequoia Capital China, SIG Asia Investments, ZhenFund"
Moka,$1B,1,02-11-2021,Internet software & services,Beijing,China,Asia,2015,$144M,144,"GGV Capital, GSR Ventures, FreesFund"
Momenta,$1B,1,17-10-2018,Artificial intelligence,Beijing,China,Asia,2016,$1B,1000,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China"
Morning Consult,$1B,1,08-06-2021,Internet software & services,Washington DC,United States,North America,2014,$91M,91,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems"
Movile,$1B,1,12-07-2018,Mobile & telecommunications,Sao Paulo,Brazil,South America,1998,$588M,588,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures"
Mux,$1B,1,30-04-2021,Internet software & services,San Francisco,United States,North America,2015,$174M,174,"Accel, Cobalt Capital, Andreessen Horowitz"
Nature's Fynd,$1B,1,19-07-2021,Other,Chicago,United States,North America,2012,$463M,463,"Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures"
Newlink Group,$1B,1,10-07-2020,E-commerce & direct-to-consumer,Beijing,China,Asia,2016,$655M,655,"JOY Capital, NIO Capital, Blueflame Capital"
News Break,$1B,1,07-01-2021,Internet software & services,Mountain View,United States,North America,2015,$151M,151,"IDG Capital, Francisco Partners, ZhenFund"
Newsela,$1B,1,25-02-2021,Internet software & services,New York,United States,North America,2013,$172M,172,"Owl Ventures, Technology Crossover Ventures, Tao Capital Partners"
NIUM,$1B,1,13-07-2021,Fintech,,Singapore,Asia,2014,$285M,285,"Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures"
NoBroker,$1B,1,23-11-2021,Internet software & services,Bengaluru,India,Asia,2014,$424M,424,"General Atlantic, Elevation Capital, BEENEXT"
Noname Security,$1B,1,15-12-2021,Cybersecurity,Palo Alto,United States,North America,2020,$220M,220,"Insight Partners, Lightspeed Venture Partners, CyberStarts"
Numbrs,$1B,1,22-08-2019,Fintech,Zurich,Switzerland,Europe,1999,$105M,105,"Investment Corporation of Dubai, Centralway"
Omada Health,$1B,1,23-02-2022,Health,San Francisco,United States,North America,2011,$449M,449,"U.S. Venture Partners, dRx Capital, Andreessen Horowitz"
Omio,$1B,1,23-10-2018,Travel,Berlin,Germany,Europe,2013,$396M,396,"Lakestar, Battery Ventures, New Enterprise Associates"
ONE,$1B,1,08-12-2021,Internet software & services,,Singapore,Asia,2011,$515M,515,"Temasek, Guggenheim Investments, Qatar Investment Authority"
OpenWeb,$1B,1,09-11-2021,Internet software & services,New York,United States,North America,2012,$223M,223,"Insight Partners, AltaIR Capital, Norma Investments"
Orbbec Technology,$1B,1,21-05-2018,Hardware,Shenzhen,China,Asia,2013,$200M,200,"R-Z Capital, Green Pine Capital Partners, SAIF Partners China"
Orca Bio,$1B,1,17-06-2020,Health,Menlo Park,United States,North America,2016,$192M,192,"Lightspeed Venture Partners, Data Collective, 8VC"
Orchard,$1B,1,09-09-2021,Fintech,New York,United States,North America,2017,$252M,252,"Accomplice, Juxtapose, FirstMark Capital"
Owkin,$1B,1,18-11-2021,Artificial Intelligence,New York,United States,North America,2016,$254M,254,"Google Ventures, Cathay Innovation, NJF Capital"
PandaDoc,$1B,1,22-09-2021,Internet software & services,San Francisco,United States,North America,2016,$51M,51,"Rembrandt Venture Partners, M12, Altos Ventures"
Pat McGrath Labs,$1B,1,16-07-2018,Consumer & retail,New York,United States,North America,2016,$60M,60,"One Luxury Group, Eurazeo"
PatSnap,$1B,1,16-03-2021,Internet software & services,,Singapore,Asia,2007,$352M,352,"Sequoia Capital China, Shunwei Capital Partners, Qualgro"
Payhawk,$1B,1,14-02-2022,Fintech,London,United Kingdom,Europe,2018,$239M,239,"Earlybird Venture Capital, Eleven Ventures, QED Investors"
Pentera,$1B,1,11-01-2022,Cybersecurity,Petah Tikva,Israel,Asia,2015,$190M,190,"AWZ Ventures, Blackstone, Insight Partners"
Pet Circle,$1B,1,06-12-2021,E-commerce & direct-to-consumer,Alexandria,Australia,Oceania,2011,$125M,125,"Prysm Capital, Baillie Gifford & Co., TDM Growth Partners"
PicsArt,$1B,1,26-08-2021,Mobile & telecommunications,San Francisco,United States,North America,2011,$195M,195,"Sequoia Capital, DCM Ventures, Insight Partners"
PLACE,$1B,1,17-11-2021,Internet software & services,Bellingham,United States,North America,2020,$100M,100,"Goldman Sachs Asset Management, 3L"
Placer.ai,$1B,1,12-01-2022,Artificial intelligence,Los Altos,United States,North America,2016,$166M,166,"Fifth Wall Ventures, JBV Capital, Array Ventures"
Playco,$1B,1,21-09-2020,Other,Tokyo,Japan,Asia,2020,$140M,140,"Sozo Ventures, Caffeinated Capital, Sequoia Capital"
Poizon,$1B,1,29-04-2019,Mobile & telecommunications,Shanghai,China,Asia,2015,Unknown,,"DST Global, Sequoia Capital China, Gaorong Capital"
PPRO,$1B,1,19-01-2021,Fintech,London,United Kingdom,Europe,2006,$370M,370,"Wellington Management, Eurazeo, Citi Ventures"
Printful,$1B,1,24-05-2021,Other,Charlotte,United States,North America,2016,$130M,130,Bregal Sagemount
Quantum Metric,$1B,1,07-01-2021,Data management & analytics,Colorado Springs,United States,North America,2015,$226M,226,"Insight Partners, Bain Capital Ventures"
Quizlet,$1B,1,13-05-2020,Edtech,San Francisco,United States,North America,2005,$62M,62,"Union Square Ventures, Altos Ventures, Costanoa Ventures"
RapidAPI,$1B,1,23-03-2022,Internet software & services,San Francisco,United States,North America,2015,$273M,273,"Green Bay Ventures, M12, Andreessen Horowitz"
Razor,$1B,1,08-11-2021,Consumer & retail,Berlin,Germany,Europe,2020,$167M,167,"Global Founders Capital, 468 Capital, Redalpine Venture Partners"
Red Ventures,$1B,1,07-01-2015,Other,Fort Mill,United States,North America,2000,$250M,250,"Silver Lake Partners, General Atlantic"
REEF Technology,$1B,1,10-12-2018,"Supply chain, logistics, & delivery",Miami,United States,North America,2015,$2B,2000,"Target Global, UBS Asset Management, Mubadala Capital"
ReliaQuest,$1B,1,01-12-2021,Cybersecurity,Tampa,United States,North America,2007,$330M,330,"KKR, FTV Capital, Ten Eleven Ventures"
Revolution Precrafted,$1B,1,23-10-2017,Other,Manila,Philippines,Asia,2015,$15M,15,"K2 Global, 500 Startups"
Rothy's,$1B,1,21-12-2021,Consumer & retail,San Francisco,United States,North America,2016,$484M,484,"Alpargatas, GS Growth, Lightspeed Venture Partners"
SaltPay,$1B,1,09-04-2021,Fintech,London,United Kingdom,Europe,2019,$1B,1000,"Tiger Global Management, Hedosophia"
Savage X Fenty,$1B,1,10-02-2021,E-commerce & direct-to-consumer,El Segundo,United States,North America,2018,$310M,310,"Speedinvest, Valar Ventures, Uniqa Ventures"
Scalapay,$1B,1,23-02-2022,Fintech,Milan,Italy,Europe,2019,$416M,416,"Fasanara Capital, Tiger Global Management, Baleen Capital"
Scandit,$1B,1,09-02-2022,"Supply chain, logistics, & delivery",Zurich,Switzerland,Europe,2009,$273M,273,"Atomico, NGP Capital, Google Ventures"
Sentry,$1B,1,18-02-2021,Other,San Francisco,United States,North America,2011,$127M,127,"New Enterprise Associates, Accel, Bond"
Shield AI,$1B,1,24-08-2021,Artificial intelligence,San Diego,United States,North America,2015,$328M,328,"Andreessen Horowitz, Homebrew, Point72 Ventures"
Shift Technology,$1B,1,06-05-2021,Artificial intelligence,Paris,France,Europe,2014,$545M,545,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures"
ShipBob,$1B,1,29-06-2021,"Supply chain, logistics, & delivery",Chicago,United States,North America,2014,$331M,331,"Hyde Park Venture Partners, FundersClub, Bain Capital Ventures"
Shippo,$1B,1,02-06-2021,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2013,$154M,154,"Version One Ventures, Uncork Capital, Bessemer Venture Partners"
Sidecar Health,$1B,1,26-01-2021,Fintech,El Segundo,United States,North America,2018,$163M,163,"GreatPoint Ventures, Tiger Global Management, Menlo Ventures"
Sift,$1B,1,22-04-2021,Artificial intelligence,San Francisco,United States,North America,2011,$157M,157,"Union Square Ventures, Insight Partners, Spark Capital"
Skydio,$1B,1,25-02-2021,"Supply chain, logistics, & delivery",Redwood City,United States,North America,2014,$340M,340,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel"
Slice,$1B,1,28-11-2021,Fintech,Bengaluru,India,Asia,2015,$249M,249,"Gunosy Capital, Blume Ventures, Das Capital"
SmartAsset,$1B,1,24-06-2021,Fintech,New York,United States,North America,2012,$161M,161,"Javelin Venture Partners, TTV Capital, Peterson Ventures"
SMS Assist,$1B,1,07-06-2016,Internet software & services,Chicago,United States,North America,2003,$255M,255,"Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital"
SnapLogic,$1B,1,13-12-2021,Internet software & services,San Mateo,United States,North America,2006,$371M,371,"Andreessen Horowitz, Triangle Peak Partners, Ignition Partners"
Snorkel AI,$1B,1,09-08-2021,Artificial intelligence,Palo Alto,United States,North America,2019,$135M,135,"Greylock Partners, Google Ventures, BlackRock"
Solo.io,$1B,1,07-10-2021,Internet software & services,Cambridge,United States,North America,2017,$172M,172,"True Ventures, Altimeter Capital, Redpoint Ventures"
SoundHound,$1B,1,03-05-2018,Artificial intelligence,Santa Clara,United States,North America,2005,$215M,215,"Tencent Holdings, Walden Venture Capital, Global Catalyst Partnera"
Splashtop,$1B,1,27-01-2021,Internet software & services,San Jose,United States,North America,2006,$114M,114,"Storm Ventures, DFJ DragonFund, New Enterprise Associates"
Standard,$1B,1,17-02-2021,Artificial intelligence,San Francisco,United States,North America,2017,$239M,239,"CRV, Y Combinator, Initialized Capital"
Stytch,$1B,1,18-11-2021,Cybersecurity,San Francisco,United States,North America,2020,$126M,126,"Index Ventures, Benchmark, Thrive Capital"
Swile,$1B,1,11-10-2021,Fintech,Montpellier,France,Europe,2016,$326M,326,"Index Ventures, IDInvest Partners, Daphni"
Tarana Wireless,$1B,1,23-03-2022,Mobile & telecommunications,Milpitas,United States,North America,2009,$376M,376,"Prime Movers Lab, Khosla Ventures, I Squared Capital"
TechStyle Fashion Group,$1B,1,29-08-2014,E-commerce & direct-to-consumer,El Segundo,United States,North America,2010,$336M,336,"Matrix Partners, Passport Capital, Rho Ventures"
TensTorrent,$1B,1,05-05-2021,Artificial intelligence,Toronto,Canada,North America,2016,$235M,235,"Eclipse Ventures, Fidelity Investments, Moore Capital Management"
TERMINUS Technology,$1B,1,25-10-2018,Hardware,Beijing,China,Asia,2015,$623M,623,"China Everbright Limited, IDG Capital, iFLYTEK"
Tezign,$1B,1,02-11-2021,Internet software & services,Shanghai,China,Asia,2015,$151M,151,"Sequoia Capital China, Linear Venture, Hearst Ventures"
The Zebra,$1B,1,12-04-2021,E-commerce & direct-to-consumer,Austin,United States,North America,2012,$257M,257,"Silverton Partners, Accel, Ballast Point Ventures"
Thirty Madison,$1B,1,02-06-2021,Health,New York,United States,North America,1993,$210M,210,"Northzone Ventures, Maveron, Johnson & Johnson Innovation"
Thought Machine,$1B,1,29-11-2021,Fintech,London,United Kingdom,Europe,2014,$403M,403,"British Patient Capital, SEB Venture Capital, IQ Capital"
Timescale,$1B,1,22-02-2022,Internet software & services,New York,United States,North America,2015,$181M,181,"New Enterprise Associates, Benchmark, Two Sigma Ventures"
Tractable,$1B,1,16-06-2021,Artificial intelligence,London,United Kingdom,Europe,2014,$120M,120,"Insight Partners, Ignition Partners, Georgian Partners"
Tresata,$1B,1,10-10-2018,Fintech,Charlotte,United States,North America,2011,$51M,51,GCP Capital Partners
TrialSpark,$1B,1,30-09-2021,Health,New York,United States,North America,2014,$156M,156,"Sequoia Capital, Thrive Capital, Sound Ventures"
TrueLayer,$1B,1,21-09-2021,Fintech,London,United Kingdom,Europe,2016,$271M,271,"Anthemis, Connect Ventures, Northzone Ventures"
Unico,$1B,1,03-08-2021,Artificial intelligence,Sao Paulo,Brazil,South America,2007,$237M,237,"Big Bets, General Atlantic, SOFTBANK Latin America Ventures"
Vagaro,$1B,1,03-11-2021,Internet software & services,Dublin,United States,North America,2009,$163M,163,FTV Capital
Vedantu,$1B,1,29-09-2021,Edtech,Bengaluru,India,Asia,2014,$292M,292,"Accel, Tiger Global Management, Omidyar Network"
Veev,$1B,1,24-02-2022,Internet software & services,San Mateo,United States,North America,2008,$585M,585,"Zeev Ventures, Bond, Fifth Wall Ventures"
Vise,$1B,1,18-05-2021,Fintech,New York,United States,North America,2016,$128M,128,"Sequoia Capital, Founders Fund, Bling Capital"
Visier,$1B,1,29-06-2021,Internet software & services,Vancouver,Canada,North America,2010,$217M,217,"Foundation Capital, Summit Partners, Adams Street Partners"
VOI,$1B,1,21-12-2021,Travel,Stockholm,Sweden,Europe,2018,$516M,516,"Vostok New Ventures, The Raine Group, Balderton Capital"
Vox Media,$1B,1,12-08-2015,Internet software & services,Washington,United States,North America,2011,$308M,308,"Accel Partners, Comcast Ventures, General Atlantic"
VTS,$1B,1,07-05-2019,Internet software & services,New York,United States,North America,2012,$187M,187,"Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners"
Watershed,$1B,1,08-02-2022,Internet software & services,San Francisco,United States,North America,2019,$70M,70,"Kleiner Perkins Caufield & Byers, Sequoia Capital"
Weights & Biases,$1B,1,13-10-2021,Internet software & services,San Francisco,United States,North America,2017,$200M,200,"Coatue Management, Insight Partners, Trinity Ventures"
WeLab,$1B,1,08-11-2017,Fintech,,Hong Kong,Asia,2013,$871M,871,"Sequoia Capital China, ING, Alibaba Entrepreneurs Fund"
Womai,$1B,1,12-10-2015,E-commerce & direct-to-consumer,Beijing,China,Asia,2009,$330M,330,"SAIF Partners China, Baidu, IDG Capital"
Wrapbook,$1B,1,10-11-2021,Fintech,New York,United States,North America,2018,$131M,131,"Equal Ventures, Uncork Capital, Andreessen Horowitz"
Xendit,$1B,1,14-09-2021,Fintech,Jakarta,Indonesia,Asia,2014,$215M,215,"Accel, Y Combinator, Amasia"
XForcePlus,$1B,1,01-06-2021,Internet software & services,Shanghai,China,Asia,2015,$200M,200,"Eastern Bell Capital, Danhua Capital, MSA Capital"
YH Global,$1B,1,21-09-2017,"Supply chain, logistics, & delivery",Shenzhen,China,Asia,1997,$182M,182,"Co-Energy Finance, Grandland"
YipitData,$1B,1,06-12-2021,Internet software & services,New York,United States,North America,2008,$492M,492,"RRE Ventures+, Highland Capital Partners, The Carlyle Group"
Yunxuetang,$1B,1,29-03-2021,Edtech,Suzhou,China,Asia,2011,$389M,389,"Matrix Partners China, Sequoia Capital China, Hundreds Capital"
Zhaogang,$1B,1,29-06-2017,E-commerce & direct-to-consumer,Shanghai,China,Asia,2012,$379M,379,"K2 Ventures, Matrix Partners China, IDG Capital"
Zhuan Zhuan,$1B,1,18-04-2017,E-commerce & direct-to-consumer,Beijing,China,Asia,2015,$990M,990,"58.com, Tencent Holdings"
Zihaiguo,$1B,1,06-05-2021,Consumer & retail,Chongqing,China,Asia,2018,$80M,80,"Xingwang Investment Management, China Capital Investment Group, Matrix Partners China"
Zopa,$1B,1,19-10-2021,Fintech,London,United Kingdom,Europe,2005,$792M,792,"IAG Capital Partners, Augmentum Fintech, Northzone Ventures"
Zwift,$1B,1,16-09-2020,E-commerce & direct-to-consumer,Long Beach,United States,North America,2014,$620M,620,"Novator Partners, True, Causeway Media Partners"
